freq,unit,iccs,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,NR,ICCS0401,ITF61	: 	: 	: 	: 	: 	: 	136 	136 	164 	131 	101 	67 	74 	76 
A,NR,ICCS0401,ITF62	: 	: 	: 	: 	: 	: 	30 	26 	23 	38 	35 	15 	20 	18 
A,NR,ICCS0401,ITF63	: 	: 	: 	: 	: 	: 	87 	62 	58 	46 	57 	50 	32 	26 
A,NR,ICCS0401,ITF64	: 	: 	: 	: 	: 	: 	47 	73 	41 	32 	35 	18 	34 	10 
A,NR,ICCS0401,ITF65	: 	: 	: 	: 	: 	: 	212 	177 	151 	135 	136 	121 	67 	48 
A,NR,ICCS0401,ITG	: 	: 	: 	: 	: 	: 	4263 	3598 	3095 	2358 	2334 	2209 	1658 	1437 
A,NR,ICCS0401,ITG1	: 	: 	: 	: 	: 	: 	3873 	3289 	2741 	2037 	2052 	1918 	1460 	1207 
A,NR,ICCS0401,ITG11	: 	: 	: 	: 	: 	: 	175 	209 	152 	145 	95 	108 	104 	94 
A,NR,ICCS0401,ITG12	: 	: 	: 	: 	: 	: 	1453 	1227 	1156 	804 	759 	759 	554 	475 
A,NR,ICCS0401,ITG13	: 	: 	: 	: 	: 	: 	335 	233 	227 	126 	116 	121 	71 	72 
A,NR,ICCS0401,ITG14	: 	: 	: 	: 	: 	: 	106 	80 	94 	70 	88 	79 	54 	52 
A,NR,ICCS0401,ITG15	: 	: 	: 	: 	: 	: 	88 	52 	64 	53 	34 	46 	35 	21 
A,NR,ICCS0401,ITG16	: 	: 	: 	: 	: 	: 	18 	23 	28 	21 	15 	10 	10 	3 
A,NR,ICCS0401,ITG17	: 	: 	: 	: 	: 	: 	1446 	1216 	819 	647 	751 	618 	506 	355 
A,NR,ICCS0401,ITG18	: 	: 	: 	: 	: 	: 	93 	81 	49 	62 	60 	57 	41 	59 
A,NR,ICCS0401,ITG19	: 	: 	: 	: 	: 	: 	159 	168 	152 	109 	134 	120 	85 	76 
A,NR,ICCS0401,ITG2	: 	: 	: 	: 	: 	: 	390 	309 	354 	321 	282 	291 	198 	230 
A,NR,ICCS0401,ITH	: 	: 	: 	: 	: 	: 	4544 	4272 	3902 	3857 	3761 	3360 	3135 	3764 
A,NR,ICCS0401,ITH1	: 	: 	: 	: 	: 	: 	120 	110 	147 	180 	172 	139 	176 	192 
A,NR,ICCS0401,ITH10	: 	: 	: 	: 	: 	: 	120 	110 	147 	180 	172 	139 	176 	192 
A,NR,ICCS0401,ITH2	: 	: 	: 	: 	: 	: 	128 	112 	134 	80 	87 	86 	96 	86 
A,NR,ICCS0401,ITH20	: 	: 	: 	: 	: 	: 	128 	112 	134 	80 	87 	86 	96 	86 
A,NR,ICCS0401,ITH3	: 	: 	: 	: 	: 	: 	1429 	1407 	1245 	1261 	1258 	1115 	1027 	1202 
A,NR,ICCS0401,ITH31	: 	: 	: 	: 	: 	: 	295 	296 	349 	319 	320 	247 	242 	304 
A,NR,ICCS0401,ITH32	: 	: 	: 	: 	: 	: 	220 	206 	152 	168 	170 	162 	145 	177 
A,NR,ICCS0401,ITH33	: 	: 	: 	: 	: 	: 	4 	6 	13 	21 	17 	11 	7 	15 
A,NR,ICCS0401,ITH34	: 	: 	: 	: 	: 	: 	145 	137 	122 	126 	132 	119 	105 	120 
A,NR,ICCS0401,ITH35	: 	: 	: 	: 	: 	: 	356 	369 	278 	308 	321 	276 	241 	345 
A,NR,ICCS0401,ITH36	: 	: 	: 	: 	: 	: 	369 	361 	302 	284 	255 	274 	262 	221 
A,NR,ICCS0401,ITH37	: 	: 	: 	: 	: 	: 	40 	32 	29 	35 	43 	26 	25 	20 
A,NR,ICCS0401,ITH4	: 	: 	: 	: 	: 	: 	262 	237 	221 	225 	206 	198 	158 	167 
A,NR,ICCS0401,ITH41	: 	: 	: 	: 	: 	: 	40 	34 	41 	32 	31 	12 	18 	25 
A,NR,ICCS0401,ITH42	: 	: 	: 	: 	: 	: 	112 	82 	80 	87 	82 	89 	69 	56 
A,NR,ICCS0401,ITH43	: 	: 	: 	: 	: 	: 	24 	21 	9 	18 	18 	8 	14 	15 
A,NR,ICCS0401,ITH44	: 	: 	: 	: 	: 	: 	86 	100 	91 	88 	75 	89 	57 	71 
A,NR,ICCS0401,ITH5	: 	: 	: 	: 	: 	: 	2605 	2406 	2155 	2111 	2038 	1822 	1678 	2117 
A,NR,ICCS0401,ITH51	: 	: 	: 	: 	: 	: 	146 	122 	85 	108 	83 	70 	76 	139 
A,NR,ICCS0401,ITH52	: 	: 	: 	: 	: 	: 	201 	181 	170 	231 	203 	193 	230 	196 
A,NR,ICCS0401,ITH53	: 	: 	: 	: 	: 	: 	225 	202 	188 	170 	158 	125 	110 	166 
A,NR,ICCS0401,ITH54	: 	: 	: 	: 	: 	: 	267 	277 	256 	257 	290 	307 	235 	263 
A,NR,ICCS0401,ITH55	: 	: 	: 	: 	: 	: 	895 	836 	717 	595 	688 	555 	506 	589 
A,NR,ICCS0401,ITH56	: 	: 	: 	: 	: 	: 	144 	145 	133 	142 	134 	102 	91 	100 
A,NR,ICCS0401,ITH57	: 	: 	: 	: 	: 	: 	237 	157 	196 	161 	111 	116 	94 	106 
A,NR,ICCS0401,ITH58	: 	: 	: 	: 	: 	: 	126 	146 	112 	90 	99 	110 	81 	114 
A,NR,ICCS0401,ITH59	: 	: 	: 	: 	: 	: 	364 	340 	298 	357 	272 	244 	255 	444 
A,NR,ICCS0401,ITI	: 	: 	: 	: 	: 	: 	6932 	6149 	5866 	5443 	5475 	4720 	3989 	4296 
A,NR,ICCS0401,ITI1	: 	: 	: 	: 	: 	: 	1819 	1620 	1653 	1535 	1558 	1381 	1169 	1196 
A,NR,ICCS0401,ITI11	: 	: 	: 	: 	: 	: 	64 	63 	75 	51 	49 	52 	31 	34 
A,NR,ICCS0401,ITI12	: 	: 	: 	: 	: 	: 	211 	187 	180 	159 	128 	92 	99 	135 
A,NR,ICCS0401,ITI13	: 	: 	: 	: 	: 	: 	126 	95 	95 	91 	67 	76 	85 	60 
A,NR,ICCS0401,ITI14	: 	: 	: 	: 	: 	: 	638 	506 	577 	579 	694 	522 	454 	503 
A,NR,ICCS0401,ITI15	: 	: 	: 	: 	: 	: 	284 	249 	197 	185 	134 	221 	219 	137 
A,NR,ICCS0401,ITI16	: 	: 	: 	: 	: 	: 	111 	117 	124 	118 	135 	91 	68 	82 
A,NR,ICCS0401,ITI17	: 	: 	: 	: 	: 	: 	214 	211 	227 	199 	212 	166 	127 	130 
A,NR,ICCS0401,ITI18	: 	: 	: 	: 	: 	: 	90 	92 	76 	53 	74 	104 	43 	69 
A,NR,ICCS0401,ITI19	: 	: 	: 	: 	: 	: 	35 	42 	46 	36 	24 	27 	16 	13 
A,NR,ICCS0401,ITI1A	: 	: 	: 	: 	: 	: 	46 	58 	56 	64 	41 	30 	27 	33 
A,NR,ICCS0401,ITI2	: 	: 	: 	: 	: 	: 	259 	236 	234 	203 	221 	220 	172 	167 
A,NR,ICCS0401,ITI21	: 	: 	: 	: 	: 	: 	205 	194 	199 	169 	187 	183 	138 	132 
A,NR,ICCS0401,ITI22	: 	: 	: 	: 	: 	: 	54 	42 	35 	34 	34 	37 	34 	35 
A,NR,ICCS0401,ITI3	: 	: 	: 	: 	: 	: 	300 	356 	287 	335 	284 	245 	202 	216 
A,NR,ICCS0401,ITI31	: 	: 	: 	: 	: 	: 	54 	61 	60 	58 	49 	40 	58 	68 
A,NR,ICCS0401,ITI32	: 	: 	: 	: 	: 	: 	100 	132 	89 	101 	99 	69 	51 	56 
A,NR,ICCS0401,ITI33	: 	: 	: 	: 	: 	: 	55 	68 	60 	59 	58 	56 	36 	36 
A,NR,ICCS0401,ITI34	: 	: 	: 	: 	: 	: 	38 	44 	35 	47 	28 	33 	23 	27 
A,NR,ICCS0401,ITI35	: 	: 	: 	: 	: 	: 	53 	51 	43 	70 	50 	47 	34 	29 
A,NR,ICCS0401,ITI4	: 	: 	: 	: 	: 	: 	4554 	3937 	3692 	3370 	3412 	2874 	2446 	2717 
A,NR,ICCS0401,ITI41	: 	: 	: 	: 	: 	: 	55 	65 	40 	47 	40 	34 	41 	28 
A,NR,ICCS0401,ITI42	: 	: 	: 	: 	: 	: 	27 	16 	12 	13 	17 	18 	10 	10 
A,NR,ICCS0401,ITI43	: 	: 	: 	: 	: 	: 	4150 	3536 	3295 	3024 	3122 	2588 	2216 	2500 
A,NR,ICCS0401,ITI44	: 	: 	: 	: 	: 	: 	212 	204 	212 	205 	157 	148 	144 	134 
A,NR,ICCS0401,ITI45	: 	: 	: 	: 	: 	: 	110 	116 	133 	81 	76 	86 	35 	45 
A,NR,ICCS0401,ITZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	5 	7 	10 
A,NR,ICCS0401,ITZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	5 	7 	10 
A,NR,ICCS0401,ITZZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	5 	7 	10 
A,NR,ICCS0401,LI	1 	2 	2 	1 	5 	1 	1 	3 	4 	2 	2 	2 	4 	2 
A,NR,ICCS0401,LI0	1 	2 	2 	1 	5 	1 	1 	3 	4 	2 	2 	2 	4 	2 
A,NR,ICCS0401,LI00	1 	2 	2 	1 	5 	1 	1 	3 	4 	2 	2 	2 	4 	2 
A,NR,ICCS0401,LI000	1 	2 	2 	1 	5 	1 	1 	3 	4 	2 	2 	2 	4 	2 
A,NR,ICCS0401,LT	: 	: 	2727 	2502 	1923 	1866 	1688 	1590 	1342 	1088 	821 	665 	479 	310 
A,NR,ICCS0401,LT0	: 	: 	2727 	2502 	1923 	1866 	1688 	1590 	1342 	1088 	821 	665 	479 	310 
A,NR,ICCS0401,LT01	: 	: 	1156 	1007 	790 	636 	594 	560 	498 	401 	303 	273 	195 	129 
A,NR,ICCS0401,LT011	: 	: 	1156 	1007 	790 	636 	594 	560 	498 	401 	303 	273 	195 	129 
A,NR,ICCS0401,LT02	: 	: 	1571 	1495 	1133 	1230 	1094 	1030 	844 	687 	518 	392 	284 	181 
A,NR,ICCS0401,LT021	: 	: 	71 	67 	44 	41 	37 	36 	32 	29 	15 	14 	10 	7 
A,NR,ICCS0401,LT022	: 	: 	504 	462 	372 	408 	356 	338 	334 	294 	192 	143 	117 	59 
A,NR,ICCS0401,LT023	: 	: 	424 	444 	322 	376 	320 	320 	176 	131 	98 	87 	66 	45 
A,NR,ICCS0401,LT024	: 	: 	73 	73 	33 	43 	46 	45 	40 	40 	17 	16 	14 	9 
A,NR,ICCS0401,LT025	: 	: 	115 	108 	76 	84 	94 	78 	79 	57 	58 	25 	23 	13 
A,NR,ICCS0401,LT026	: 	: 	187 	186 	148 	142 	134 	119 	105 	51 	61 	61 	18 	17 
A,NR,ICCS0401,LT027	: 	: 	34 	26 	19 	22 	14 	10 	11 	13 	11 	12 	5 	7 
A,NR,ICCS0401,LT028	: 	: 	107 	70 	67 	82 	51 	50 	47 	45 	35 	18 	14 	14 
A,NR,ICCS0401,LT029	: 	: 	56 	59 	52 	32 	42 	34 	20 	27 	31 	16 	17 	10 
A,NR,ICCS0401,LU	326 	418 	377 	398 	527 	582 	615 	554 	459 	454 	449 	457 	472 	595 
A,NR,ICCS0401,LU0	326 	418 	377 	398 	527 	582 	615 	554 	459 	454 	449 	457 	472 	595 
A,NR,ICCS0401,LU00	326 	418 	377 	398 	527 	582 	615 	554 	459 	454 	449 	457 	472 	595 
A,NR,ICCS0401,LU000	326 	418 	377 	398 	527 	582 	615 	554 	459 	454 	449 	457 	472 	595 
A,NR,ICCS0401,LV	1437 	: 	1065 	: 	: 	886 	806 	777 	650 	601 	533 	493 	435 	263 
A,NR,ICCS0401,LV0	1437 	: 	1065 	: 	: 	886 	806 	777 	650 	601 	533 	493 	434 	263 
A,NR,ICCS0401,LV00	1437 	: 	1065 	: 	: 	886 	806 	777 	650 	601 	533 	493 	434 	263 
A,NR,ICCS0401,LV003	84 	: 	61 	: 	: 	72 	78 	55 	48 	43 	35 	41 	34 	17 
A,NR,ICCS0401,LV005	120 	: 	94 	: 	: 	85 	83 	89 	71 	66 	42 	41 	41 	24 
A,NR,ICCS0401,LV006	904 	: 	660 	: 	: 	575 	474 	451 	382 	381 	350 	310 	279 	181 
A,NR,ICCS0401,LV007	145 	: 	100 	: 	: 	51 	65 	70 	61 	56 	48 	37 	29 	21 
A,NR,ICCS0401,LV008	75 	: 	65 	: 	: 	29 	38 	25 	19 	15 	18 	19 	11 	6 
A,NR,ICCS0401,LV009	109 	: 	85 	: 	: 	74 	68 	87 	69 	40 	40 	45 	40 	14 
A,NR,ICCS0401,LVZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 
A,NR,ICCS0401,LVZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 
A,NR,ICCS0401,LVZZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1 	0 
A,NR,ICCS0401,ME	6 	7 	3 	144 	117 	161 	188 	156 	128 	118 	123 	95 	48 	58 
A,NR,ICCS0401,ME0	6 	7 	3 	144 	117 	161 	188 	156 	128 	118 	123 	95 	48 	58 
A,NR,ICCS0401,ME00	6 	7 	3 	144 	117 	161 	188 	156 	128 	118 	123 	95 	48 	58 
A,NR,ICCS0401,ME000	6 	7 	3 	144 	117 	161 	188 	156 	128 	118 	123 	95 	48 	58 
A,NR,ICCS0401,MT	147 	202 	196 	219 	257 	207 	190 	242 	259 	202 	208 	174 	128 	101 
A,NR,ICCS0401,MT0	147 	202 	196 	219 	257 	207 	190 	242 	259 	202 	208 	174 	128 	101 
A,NR,ICCS0401,MT00	147 	202 	196 	219 	257 	207 	190 	242 	259 	202 	208 	174 	128 	101 
A,NR,ICCS0401,MT001	146 	202 	194 	218 	257 	205 	189 	241 	257 	201 	205 	172 	124 	98 
A,NR,ICCS0401,MT002	1 	0 	2 	1 	0 	2 	1 	1 	2 	1 	3 	2 	4 	3 
A,NR,ICCS0401,NL	: 	: 	16288 	15585 	14941 	13346 	10451 	9729 	8983 	7980 	7784 	8594 	7303 	5543 
A,NR,ICCS0401,NL1	: 	: 	969 	858 	722 	673 	501 	406 	389 	367 	316 	410 	332 	271 
A,NR,ICCS0401,NL11	: 	: 	554 	424 	357 	311 	245 	217 	193 	194 	155 	232 	177 	128 
A,NR,ICCS0401,NL111	: 	: 	92 	79 	57 	52 	27 	33 	22 	13 	32 	19 	20 	23 
A,NR,ICCS0401,NL112	: 	: 	20 	17 	19 	10 	15 	15 	18 	20 	15 	14 	23 	9 
A,NR,ICCS0401,NL113	: 	: 	442 	328 	281 	249 	203 	169 	153 	161 	108 	199 	134 	96 
A,NR,ICCS0401,NL12	: 	: 	198 	204 	177 	213 	140 	118 	97 	76 	86 	86 	83 	62 
A,NR,ICCS0401,NL124	: 	: 	129 	125 	117 	151 	97 	89 	73 	43 	51 	54 	48 	40 
A,NR,ICCS0401,NL125	: 	: 	18 	22 	10 	16 	12 	6 	8 	12 	10 	15 	8 	7 
A,NR,ICCS0401,NL126	: 	: 	51 	57 	50 	46 	31 	23 	16 	21 	25 	17 	27 	15 
A,NR,ICCS0401,NL13	: 	: 	217 	230 	188 	149 	116 	71 	99 	97 	75 	92 	72 	81 
A,NR,ICCS0401,NL131	: 	: 	93 	93 	73 	64 	45 	25 	47 	47 	32 	34 	32 	30 
A,NR,ICCS0401,NL132	: 	: 	85 	77 	71 	55 	50 	19 	32 	30 	23 	38 	27 	45 
A,NR,ICCS0401,NL133	: 	: 	39 	60 	44 	30 	21 	27 	20 	20 	20 	20 	13 	6 
A,NR,ICCS0401,NL2	: 	: 	2233 	2047 	2027 	1800 	1350 	1335 	1130 	840 	885 	1067 	932 	708 
A,NR,ICCS0401,NL21	: 	: 	549 	454 	590 	413 	375 	345 	269 	185 	204 	243 	197 	157 
A,NR,ICCS0401,NL211	: 	: 	162 	128 	116 	116 	96 	71 	72 	49 	69 	80 	42 	53 
A,NR,ICCS0401,NL212	: 	: 	102 	100 	68 	50 	52 	39 	40 	32 	16 	30 	36 	21 
A,NR,ICCS0401,NL213	: 	: 	285 	226 	406 	247 	227 	235 	157 	104 	119 	133 	119 	83 
A,NR,ICCS0401,NL22	: 	: 	1271 	1117 	1021 	947 	631 	695 	606 	435 	476 	558 	431 	385 
A,NR,ICCS0401,NL221	: 	: 	311 	297 	270 	261 	165 	177 	161 	145 	112 	121 	107 	103 
A,NR,ICCS0401,NL224	: 	: 	121 	114 	96 	81 	41 	74 	59 	39 	34 	51 	42 	33 
A,NR,ICCS0401,NL225	: 	: 	165 	147 	134 	154 	76 	88 	61 	58 	64 	52 	37 	52 
A,NR,ICCS0401,NL226	: 	: 	674 	559 	521 	451 	349 	356 	325 	193 	266 	334 	245 	197 
A,NR,ICCS0401,NL23	: 	: 	413 	476 	416 	440 	344 	295 	255 	220 	205 	266 	304 	166 
A,NR,ICCS0401,NL230	: 	: 	413 	476 	416 	440 	344 	295 	255 	220 	205 	266 	304 	166 
A,NR,ICCS0401,NL3	: 	: 	10297 	9948 	9607 	8647 	6792 	6362 	6012 	5497 	5297 	5617 	4822 	3657 
A,NR,ICCS0401,NL31	: 	: 	1086 	957 	921 	811 	653 	638 	562 	440 	392 	465 	462 	307 
A,NR,ICCS0401,NL310	: 	: 	1086 	957 	921 	811 	653 	638 	562 	440 	392 	465 	462 	307 
A,NR,ICCS0401,NL32	: 	: 	4279 	4269 	4133 	4170 	3163 	2914 	2767 	2454 	2546 	2705 	2178 	1765 
A,NR,ICCS0401,NL321	: 	: 	237 	254 	170 	169 	141 	123 	119 	112 	81 	103 	116 	87 
A,NR,ICCS0401,NL323	: 	: 	120 	122 	114 	89 	68 	74 	51 	41 	52 	80 	48 	39 
A,NR,ICCS0401,NL324	: 	: 	197 	176 	163 	177 	124 	124 	107 	77 	104 	103 	100 	60 
A,NR,ICCS0401,NL325	: 	: 	154 	160 	100 	118 	77 	90 	79 	74 	81 	86 	90 	84 
A,NR,ICCS0401,NL327	: 	: 	194 	193 	195 	167 	107 	95 	111 	78 	62 	54 	85 	28 
A,NR,ICCS0401,NL328	: 	: 	135 	178 	165 	145 	138 	104 	87 	78 	62 	71 	68 	67 
A,NR,ICCS0401,NL329	: 	: 	3242 	3186 	3226 	3305 	2508 	2304 	2213 	1994 	2104 	2208 	1671 	1400 
A,NR,ICCS0401,NL33	: 	: 	4695 	4543 	4370 	3485 	2847 	2704 	2580 	2497 	2271 	2333 	2066 	1501 
A,NR,ICCS0401,NL332	: 	: 	1573 	1436 	1217 	1048 	854 	737 	648 	653 	600 	629 	556 	457 
A,NR,ICCS0401,NL333	: 	: 	179 	191 	139 	119 	83 	90 	68 	70 	56 	74 	72 	37 
A,NR,ICCS0401,NL337	: 	: 	252 	182 	163 	152 	107 	86 	113 	101 	91 	95 	124 	75 
A,NR,ICCS0401,NL33A	: 	: 	248 	208 	211 	161 	130 	139 	162 	145 	136 	149 	117 	69 
A,NR,ICCS0401,NL33B	: 	: 	197 	156 	152 	128 	91 	106 	83 	72 	70 	86 	82 	75 
A,NR,ICCS0401,NL33C	: 	: 	2246 	2370 	2488 	1877 	1582 	1546 	1506 	1456 	1318 	1300 	1115 	788 
A,NR,ICCS0401,NL34	: 	: 	237 	179 	183 	181 	129 	106 	103 	106 	88 	114 	116 	84 
A,NR,ICCS0401,NL341	: 	: 	71 	51 	49 	60 	28 	32 	29 	39 	25 	35 	22 	23 
A,NR,ICCS0401,NL342	: 	: 	166 	128 	134 	121 	101 	74 	74 	67 	63 	79 	94 	61 
A,NR,ICCS0401,NL4	: 	: 	2770 	2713 	2573 	2207 	1796 	1617 	1445 	1273 	1275 	1495 	1214 	905 
A,NR,ICCS0401,NL41	: 	: 	1897 	1776 	1767 	1506 	1204 	1145 	1014 	918 	915 	1058 	867 	656 
A,NR,ICCS0401,NL411	: 	: 	462 	448 	457 	358 	293 	301 	249 	249 	198 	266 	216 	182 
A,NR,ICCS0401,NL412	: 	: 	420 	351 	360 	297 	265 	224 	183 	192 	171 	222 	178 	136 
A,NR,ICCS0401,NL413	: 	: 	322 	322 	308 	267 	177 	171 	187 	165 	161 	211 	160 	106 
A,NR,ICCS0401,NL414	: 	: 	693 	655 	642 	584 	469 	449 	395 	312 	385 	359 	313 	232 
A,NR,ICCS0401,NL42	: 	: 	873 	937 	806 	701 	592 	472 	431 	355 	360 	437 	347 	249 
A,NR,ICCS0401,NL421	: 	: 	201 	185 	175 	153 	101 	71 	88 	86 	88 	100 	56 	40 
A,NR,ICCS0401,NL422	: 	: 	224 	216 	167 	126 	105 	71 	76 	81 	61 	74 	99 	41 
A,NR,ICCS0401,NL423	: 	: 	448 	536 	464 	422 	386 	330 	267 	188 	211 	263 	192 	168 
A,NR,ICCS0401,NLZ	: 	: 	19 	19 	12 	19 	12 	9 	7 	3 	11 	5 	3 	2 
A,NR,ICCS0401,NLZZ	: 	: 	19 	19 	12 	19 	12 	9 	7 	3 	11 	5 	3 	2 
A,NR,ICCS0401,NLZZZ	: 	: 	19 	19 	12 	19 	12 	9 	7 	3 	11 	5 	3 	2 
A,NR,ICCS0401,NO	1525 	1700 	1627 	1563 	1396 	1559 	968 	847 	744 	706 	721 	791 	926 	733 
A,NR,ICCS0401,NO0	1525 	1700 	1627 	1563 	1396 	1559 	968 	847 	744 	706 	721 	791 	926 	733 
A,NR,ICCS0401,NO01	1024 	1156 	1030 	1015 	912 	1046 	584 	478 	407 	426 	421 	121 	: 	: 
A,NR,ICCS0401,NO011	928 	1048 	958 	932 	842 	961 	524 	437 	364 	370 	362 	31 	: 	: 
A,NR,ICCS0401,NO012	96 	108 	72 	83 	70 	85 	60 	41 	43 	56 	59 	90 	: 	: 
A,NR,ICCS0401,NO02	21 	20 	32 	26 	28 	23 	28 	12 	14 	10 	23 	389 	12 	19 
A,NR,ICCS0401,NO020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 	19 
A,NR,ICCS0401,NO021	11 	12 	13 	20 	15 	19 	12 	7 	11 	7 	13 	380 	: 	: 
A,NR,ICCS0401,NO022	10 	8 	19 	6 	13 	4 	16 	5 	3 	3 	10 	9 	: 	: 
A,NR,ICCS0401,NO03	143 	175 	152 	152 	144 	127 	89 	108 	97 	62 	82 	60 	: 	: 
A,NR,ICCS0401,NO031	44 	54 	47 	41 	42 	39 	29 	39 	34 	22 	38 	5 	: 	: 
A,NR,ICCS0401,NO032	30 	37 	28 	34 	29 	21 	16 	23 	18 	12 	8 	19 	: 	: 
A,NR,ICCS0401,NO033	41 	43 	36 	41 	42 	36 	22 	20 	23 	13 	17 	19 	: 	: 
A,NR,ICCS0401,NO034	28 	41 	41 	36 	31 	31 	22 	26 	22 	15 	19 	17 	: 	: 
A,NR,ICCS0401,NO04	122 	125 	188 	145 	121 	149 	105 	104 	100 	106 	95 	113 	: 	: 
A,NR,ICCS0401,NO041	9 	13 	9 	6 	12 	8 	13 	7 	11 	17 	9 	18 	: 	: 
A,NR,ICCS0401,NO042	39 	33 	65 	33 	34 	43 	22 	42 	28 	34 	36 	35 	: 	: 
A,NR,ICCS0401,NO043	74 	79 	114 	106 	75 	98 	70 	55 	61 	55 	50 	60 	: 	: 
A,NR,ICCS0401,NO05	144 	152 	148 	164 	126 	151 	116 	104 	83 	69 	66 	57 	: 	: 
A,NR,ICCS0401,NO051	130 	139 	133 	148 	117 	132 	103 	99 	76 	65 	59 	49 	: 	: 
A,NR,ICCS0401,NO052	3 	1 	1 	2 	3 	6 	0 	0 	0 	1 	0 	1 	: 	: 
A,NR,ICCS0401,NO053	11 	12 	14 	14 	6 	13 	13 	5 	7 	3 	7 	7 	: 	: 
A,NR,ICCS0401,NO06	50 	45 	55 	42 	47 	39 	30 	24 	30 	21 	21 	36 	36 	42 
A,NR,ICCS0401,NO060	50 	45 	55 	42 	47 	39 	30 	24 	30 	21 	21 	36 	36 	42 
A,NR,ICCS0401,NO07	21 	27 	22 	19 	18 	24 	16 	17 	13 	12 	13 	15 	12 	18 
A,NR,ICCS0401,NO071	13 	13 	8 	9 	5 	8 	3 	10 	2 	5 	4 	10 	3 	4 
A,NR,ICCS0401,NO072	3 	10 	13 	9 	11 	11 	7 	5 	7 	6 	6 	5 	: 	: 
A,NR,ICCS0401,NO073	5 	4 	1 	1 	2 	5 	6 	2 	4 	1 	3 	0 	: 	: 
A,NR,ICCS0401,NO074	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	14 
A,NR,ICCS0401,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	606 	458 
A,NR,ICCS0401,NO081	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	448 	327 
A,NR,ICCS0401,NO082	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	158 	131 
A,NR,ICCS0401,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119 	84 
A,NR,ICCS0401,NO091	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72 	44 
A,NR,ICCS0401,NO092	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	40 
A,NR,ICCS0401,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141 	112 
A,NR,ICCS0401,NO0A1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71 	55 
A,NR,ICCS0401,NO0A2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69 	50 
A,NR,ICCS0401,NO0A3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	7 
A,NR,ICCS0401,PL	: 	: 	: 	: 	: 	19525 	: 	: 	: 	: 	5222 	4885 	4465 	4089 
A,NR,ICCS0401,PL2	: 	: 	: 	: 	: 	6909 	: 	: 	: 	: 	1354 	1236 	1024 	968 
A,NR,ICCS0401,PL21	: 	: 	: 	: 	: 	1535 	: 	: 	: 	: 	454 	393 	311 	305 
A,NR,ICCS0401,PL213	: 	: 	: 	: 	: 	722 	: 	: 	: 	: 	204 	190 	142 	118 
A,NR,ICCS0401,PL214	: 	: 	: 	: 	: 	204 	: 	: 	: 	: 	41 	27 	40 	38 
A,NR,ICCS0401,PL217	: 	: 	: 	: 	: 	120 	: 	: 	: 	: 	51 	33 	22 	30 
A,NR,ICCS0401,PL218	: 	: 	: 	: 	: 	156 	: 	: 	: 	: 	49 	46 	36 	50 
A,NR,ICCS0401,PL219	: 	: 	: 	: 	: 	50 	: 	: 	: 	: 	33 	30 	22 	18 
A,NR,ICCS0401,PL21A	: 	: 	: 	: 	: 	283 	: 	: 	: 	: 	76 	67 	49 	51 
A,NR,ICCS0401,PL22	: 	: 	: 	: 	: 	5374 	: 	: 	: 	: 	900 	843 	713 	663 
A,NR,ICCS0401,PL224	: 	: 	: 	: 	: 	291 	: 	: 	: 	: 	89 	69 	55 	93 
A,NR,ICCS0401,PL225	: 	: 	: 	: 	: 	452 	: 	: 	: 	: 	93 	74 	58 	87 
A,NR,ICCS0401,PL227	: 	: 	: 	: 	: 	323 	: 	: 	: 	: 	112 	119 	99 	97 
A,NR,ICCS0401,PL228	: 	: 	: 	: 	: 	474 	: 	: 	: 	: 	81 	67 	73 	51 
A,NR,ICCS0401,PL229	: 	: 	: 	: 	: 	834 	: 	: 	: 	: 	98 	108 	80 	96 
A,NR,ICCS0401,PL22A	: 	: 	: 	: 	: 	1635 	: 	: 	: 	: 	259 	238 	208 	116 
A,NR,ICCS0401,PL22B	: 	: 	: 	: 	: 	1045 	: 	: 	: 	: 	120 	126 	96 	96 
